0,0
0.09931448122306201,0.02731098784500578
0.1677319835304015,0.10430645274847386
0.23307665112142167,0.1839263664327719
0.3028274892590951,0.25971605449630775
0.3695517636348569,0.3381834199847963
0.44061469082187593,0.4127442449352246
0.5086982471220319,0.49003516030824534
0.6896975565129793,0.5945351603082449
1.055288594097246,0.7971855815712142
1.4208796316815129,0.9998360028341835
1.7864706692657797,1.2024864240971516
2.0867797656488944,1.275272087305236
2.3897127886834966,1.336221982253474
2.755303826267766,1.538872403516442
2.828925599104092,1.6109077476338436
2.8996650947875002,1.6857754976209576
3.2687371886025334,1.8820146108654596
3.3436049385896482,1.9527541065488678
3.4156402827070496,2.0263758793851943
3.788081009817788,2.216143908276327
3.9743013733731547,2.3110279227218906
4.346742100483889,2.500795951613023
